num_date_time,answer
1_20220828 02,949.10565
1_20220828 03,939.3673
1_20220828 04,969.84033
1_20220828 05,1093.7892
1_20220828 06,1345.5387
1_20220828 07,1667.3738
1_20220828 08,2104.834
1_20220828 09,2384.8794
1_20220828 10,2971.2136
1_20220828 11,3027.3767
1_20220828 12,3064.5505
1_20220828 13,3037.2937
1_20220828 14,3043.1409
1_20220828 15,3032.9758
1_20220828 16,2880.034
1_20220828 17,2532.007
1_20220828 18,2242.8906
1_20220828 19,2140.8328
1_20220828 20,2222.1301
1_20220828 21,1723.9601
1_20220828 22,1338.4811
1_20220828 23,1210.7336
1_20220829 00,931.581
1_20220829 01,820.1638
1_20220829 02,794.0646
1_20220829 03,795.96655
1_20220829 04,810.43726
1_20220829 05,877.2852
1_20220829 06,1169.4054
1_20220829 07,1232.962
1_20220829 08,1442.8607
1_20220829 09,1859.086
1_20220829 10,2233.4
1_20220829 11,2598.5505
1_20220829 12,2560.6694
1_20220829 13,2565.8215
1_20220829 14,2620.156
1_20220829 15,2509.8
1_20220829 16,2446.5435
1_20220829 17,2245.8818
1_20220829 18,2194.5806
1_20220829 19,2174.1824
1_20220829 20,2012.8624
1_20220829 21,1651.8958
1_20220829 22,1339.0863
1_20220829 23,1217.3872
1_20220830 00,1108.5531
1_20220830 01,1057.4554
1_20220830 02,979.2545
1_20220830 03,907.94116
1_20220830 04,1001.3934
1_20220830 05,1161.9387
1_20220830 06,1399.7645
1_20220830 07,1969.8234
1_20220830 08,2382.055
1_20220830 09,2589.9346
1_20220830 10,3101.3325
1_20220830 11,3146.7358
1_20220830 12,3000.65
1_20220830 13,3065.2026
1_20220830 14,3117.3242
1_20220830 15,3156.6162
1_20220830 16,3069.5576
1_20220830 17,2704.715
1_20220830 18,2369.546
1_20220830 19,2370.199
1_20220830 20,2233.226
1_20220830 21,1720.281
1_20220830 22,1403.6588
1_20220830 23,1236.7137
1_20220831 00,1124.68
1_20220831 01,1056.4874
1_20220831 02,985.7868
1_20220831 03,960.0111
1_20220831 04,984.61237
1_20220831 05,1099.7556
1_20220831 06,1416.7874
1_20220831 07,1773.3018
1_20220831 08,2438.0764
1_20220831 09,2646.0554
1_20220831 10,3201.735
1_20220831 11,3223.3904
1_20220831 12,3238.8616
1_20220831 13,3249.3838
1_20220831 14,3216.8843
1_20220831 15,3188.025
1_20220831 16,3138.611
1_20220831 17,2738.7478
1_20220831 18,2479.1948
1_20220831 19,2267.6243
1_20220831 20,2072.7896
1_20220831 21,1698.684
1_20220831 22,1408.4541
1_20220831 23,1339.5715
2_20220825 00,1189.5614
2_20220825 01,1197.3049
2_20220825 02,1192.5295
2_20220825 03,1186.0896
2_20220825 04,906.53125
2_20220825 05,785.08795
2_20220825 06,813.6865
2_20220825 07,1118.3853
2_20220825 08,1351.4653
2_20220825 09,1439.526
2_20220825 10,1797.5562
2_20220825 11,1701.1273
2_20220825 12,1838.1027
2_20220825 13,1981.9042
2_20220825 14,2126.231
2_20220825 15,1902.352
2_20220825 16,2023.6759
2_20220825 17,2019.1755
2_20220825 18,2083.7263
2_20220825 19,1896.0294
2_20220825 20,1727.6702
2_20220825 21,1424.2875
2_20220825 22,876.77704
2_20220825 23,1288.9131
2_20220826 00,1210.4357
2_20220826 01,1194.62
2_20220826 02,1193.089
2_20220826 03,1160.0448
2_20220826 04,1155.0403
2_20220826 05,982.6486
2_20220826 06,615.0695
2_20220826 07,821.12933
2_20220826 08,1365.5292
2_20220826 09,1493.3295
2_20220826 10,1703.3937
2_20220826 11,1581.2336
2_20220826 12,1604.4076
2_20220826 13,1866.2
2_20220826 14,1913.8292
2_20220826 15,2095.1506
2_20220826 16,2115.4138
2_20220826 17,1915.423
2_20220826 18,2086.6418
2_20220826 19,1890.8589
2_20220826 20,1792.6423
2_20220826 21,1639.9261
2_20220826 22,857.0631
2_20220826 23,1295.827
2_20220827 00,1232.2639
2_20220827 01,1222.1747
2_20220827 02,1139.7086
2_20220827 03,1127.7909
2_20220827 04,1142.547
2_20220827 05,990.5952
2_20220827 06,613.6437
2_20220827 07,779.7497
2_20220827 08,1157.2727
2_20220827 09,1374.757
2_20220827 10,1577.9539
2_20220827 11,1579.0891
2_20220827 12,1581.9677
2_20220827 13,1827.4384
2_20220827 14,1913.6713
2_20220827 15,2009.9452
2_20220827 16,1909.2513
2_20220827 17,1926.3867
2_20220827 18,2018.6698
2_20220827 19,1886.9905
2_20220827 20,1753.5647
2_20220827 21,1561.9047
2_20220827 22,788.0296
2_20220827 23,1231.2058
2_20220828 00,1186.7155
2_20220828 01,1179.9689
2_20220828 02,1155.1313
2_20220828 03,1095.4075
2_20220828 04,1038.5977
2_20220828 05,518.5544
2_20220828 06,570.7255
2_20220828 07,774.7462
2_20220828 08,963.37744
2_20220828 09,1187.1714
2_20220828 10,1325.8142
2_20220828 11,1336.25
2_20220828 12,1387.1117
2_20220828 13,1587.6862
2_20220828 14,1819.0603
2_20220828 15,1947.4917
2_20220828 16,2096.5515
2_20220828 17,1957.4037
2_20220828 18,2126.2244
2_20220828 19,1763.2313
2_20220828 20,1646.0913
2_20220828 21,1327.0
2_20220828 22,815.5392
2_20220828 23,1318.8564
2_20220829 00,1232.99
2_20220829 01,1218.771
2_20220829 02,1183.8085
2_20220829 03,1157.7174
2_20220829 04,1149.6509
2_20220829 05,1143.7454
2_20220829 06,790.9662
2_20220829 07,719.92096
2_20220829 08,967.8221
2_20220829 09,1348.621
2_20220829 10,1695.7988
2_20220829 11,1659.622
2_20220829 12,1778.0673
2_20220829 13,1975.8147
2_20220829 14,1970.3468
2_20220829 15,2104.4294
2_20220829 16,2051.9014
2_20220829 17,2029.0374
2_20220829 18,1978.1536
2_20220829 19,1788.0349
2_20220829 20,1570.5483
2_20220829 21,1270.3458
2_20220829 22,720.76227
2_20220829 23,1224.9315
2_20220830 00,1221.0704
2_20220830 01,1218.978
2_20220830 02,1207.954
2_20220830 03,1183.5164
2_20220830 04,1160.3983
2_20220830 05,1171.89
2_20220830 06,1220.3707
2_20220830 07,1200.7573
2_20220830 08,1296.7694
2_20220830 09,1358.947
2_20220830 10,1373.6322
2_20220830 11,1300.197
2_20220830 12,1323.3674
2_20220830 13,1320.5688
2_20220830 14,1313.3569
2_20220830 15,1395.6428
2_20220830 16,1415.7245
2_20220830 17,1357.291
2_20220830 18,1316.5403
2_20220830 19,1331.1859
2_20220830 20,1354.4918
2_20220830 21,1219.6632
2_20220830 22,754.37317
2_20220830 23,1225.3383
2_20220831 00,1238.516
2_20220831 01,1224.065
2_20220831 02,1238.2814
2_20220831 03,918.6454
2_20220831 04,652.4843
2_20220831 05,662.02234
2_20220831 06,685.0524
2_20220831 07,764.5644
2_20220831 08,1467.1935
2_20220831 09,1758.0844
2_20220831 10,1882.262
2_20220831 11,1799.2076
2_20220831 12,1801.4597
2_20220831 13,1987.3058
2_20220831 14,2075.7314
2_20220831 15,2048.5984
2_20220831 16,1971.7969
2_20220831 17,1949.2363
2_20220831 18,1876.261
2_20220831 19,1837.5581
2_20220831 20,1810.5005
2_20220831 21,1625.5166
2_20220831 22,925.325
2_20220831 23,1321.699
3_20220825 00,1021.83185
3_20220825 01,989.6559
3_20220825 02,1001.9426
3_20220825 03,911.5867
3_20220825 04,896.8138
3_20220825 05,877.50836
3_20220825 06,898.76556
3_20220825 07,959.4367
3_20220825 08,1035.6586
3_20220825 09,1099.3752
3_20220825 10,1060.5522
3_20220825 11,1122.6881
3_20220825 12,1151.712
3_20220825 13,1432.321
3_20220825 14,1703.472
3_20220825 15,1936.084
3_20220825 16,2033.1511
3_20220825 17,1926.8451
3_20220825 18,2559.029
3_20220825 19,2658.202
3_20220825 20,2531.2678
3_20220825 21,2190.0632
3_20220825 22,1392.1638
3_20220825 23,1023.8151
3_20220826 00,896.67584
3_20220826 01,884.5165
3_20220826 02,864.98065
3_20220826 03,844.2949
3_20220826 04,819.4191
3_20220826 05,858.19336
3_20220826 06,881.33276
3_20220826 07,961.5435
3_20220826 08,1055.0713
3_20220826 09,1103.4686
3_20220826 10,1119.0573
3_20220826 11,1231.3477
3_20220826 12,1313.9703
3_20220826 13,1386.9421
3_20220826 14,1558.937
3_20220826 15,1763.0414
3_20220826 16,1820.2421
3_20220826 17,1797.7906
3_20220826 18,2558.0188
3_20220826 19,2814.8777
3_20220826 20,2774.9717
3_20220826 21,2387.942
3_20220826 22,1807.1707
3_20220826 23,1171.4403
3_20220827 00,1148.4879
3_20220827 01,1113.8818
3_20220827 02,1050.4703
3_20220827 03,994.4516
3_20220827 04,979.34155
3_20220827 05,1014.22736
3_20220827 06,939.30475
3_20220827 07,982.57745
3_20220827 08,1014.60785
3_20220827 09,1048.3584
3_20220827 10,1043.209
3_20220827 11,1026.7085
3_20220827 12,1083.4229
3_20220827 13,1161.9545
3_20220827 14,1450.4642
3_20220827 15,1487.7946
3_20220827 16,1691.7477
3_20220827 17,1620.8792
3_20220827 18,1756.0896
3_20220827 19,1750.4
3_20220827 20,1834.7119
3_20220827 21,1413.1433
3_20220827 22,1116.2004
3_20220827 23,880.8058
3_20220828 00,845.4761
3_20220828 01,831.0069
3_20220828 02,850.40826
3_20220828 03,835.16437
3_20220828 04,777.726
3_20220828 05,800.859
3_20220828 06,815.2307
3_20220828 07,883.5481
3_20220828 08,939.4606
3_20220828 09,1002.4688
3_20220828 10,990.6353
3_20220828 11,1020.8033
3_20220828 12,1122.3323
3_20220828 13,1184.5687
3_20220828 14,1382.5096
3_20220828 15,1520.5526
3_20220828 16,1600.7084
3_20220828 17,1851.2612
3_20220828 18,1858.0784
3_20220828 19,2108.4756
3_20220828 20,2133.669
3_20220828 21,1280.1565
3_20220828 22,1117.871
3_20220828 23,1007.57544
3_20220829 00,1162.5328
3_20220829 01,1054.349
3_20220829 02,988.7706
3_20220829 03,866.0786
3_20220829 04,819.8576
3_20220829 05,804.19696
3_20220829 06,796.41113
3_20220829 07,820.8536
3_20220829 08,923.11865
3_20220829 09,969.78973
3_20220829 10,965.34753
3_20220829 11,962.6651
3_20220829 12,1095.8384
3_20220829 13,1074.997
3_20220829 14,1288.6702
3_20220829 15,1536.0105
3_20220829 16,1517.3092
3_20220829 17,1686.7418
3_20220829 18,1451.8107
3_20220829 19,1615.8478
3_20220829 20,1025.2438
3_20220829 21,1013.5341
3_20220829 22,917.32916
3_20220829 23,892.1365
3_20220830 00,966.46924
3_20220830 01,969.749
3_20220830 02,937.64435
3_20220830 03,943.7601
3_20220830 04,904.67633
3_20220830 05,972.8919
3_20220830 06,958.49805
3_20220830 07,991.21124
3_20220830 08,1037.3556
3_20220830 09,1037.0022
3_20220830 10,1008.85675
3_20220830 11,1025.2758
3_20220830 12,1059.3313
3_20220830 13,972.81213
3_20220830 14,1000.21716
3_20220830 15,1025.8638
3_20220830 16,1045.4884
3_20220830 17,996.349
3_20220830 18,988.0193
3_20220830 19,754.4777
3_20220830 20,888.8536
3_20220830 21,854.50946
3_20220830 22,1044.5217
3_20220830 23,957.00183
3_20220831 00,914.4027
3_20220831 01,890.714
3_20220831 02,889.70685
3_20220831 03,908.7623
3_20220831 04,827.0795
3_20220831 05,829.33563
3_20220831 06,888.24286
3_20220831 07,982.14734
3_20220831 08,1008.4913
3_20220831 09,1115.4545
3_20220831 10,1098.5153
3_20220831 11,1043.2422
3_20220831 12,1123.7218
3_20220831 13,1111.8667
3_20220831 14,1235.7825
3_20220831 15,1579.8512
3_20220831 16,1708.967
3_20220831 17,1935.1566
3_20220831 18,2142.0862
3_20220831 19,2406.581
3_20220831 20,2380.8074
3_20220831 21,1403.5422
3_20220831 22,1116.4264
3_20220831 23,1007.3838
4_20220825 00,705.42596
4_20220825 01,642.46075
4_20220825 02,625.52997
4_20220825 03,652.94934
4_20220825 04,697.0112
4_20220825 05,673.1256
4_20220825 06,771.39496
4_20220825 07,868.153
4_20220825 08,1048.8536
4_20220825 09,1191.2152
4_20220825 10,1276.7394
4_20220825 11,1324.773
4_20220825 12,1273.2467
4_20220825 13,1194.663
4_20220825 14,1121.0197
4_20220825 15,1137.9027
4_20220825 16,1126.0785
4_20220825 17,1010.0735
4_20220825 18,884.57434
4_20220825 19,743.3043
4_20220825 20,780.2512
4_20220825 21,771.81323
4_20220825 22,758.6451
4_20220825 23,732.4588
4_20220826 00,737.63226
4_20220826 01,709.3325
4_20220826 02,688.72516
4_20220826 03,667.07043
4_20220826 04,662.21045
4_20220826 05,698.03625
4_20220826 06,775.7892
4_20220826 07,815.98706
4_20220826 08,1001.17676
4_20220826 09,1187.959
4_20220826 10,1225.2986
4_20220826 11,1284.3123
4_20220826 12,1274.7444
4_20220826 13,1245.9639
4_20220826 14,1208.8896
4_20220826 15,1203.091
4_20220826 16,1134.5995
4_20220826 17,1008.76636
4_20220826 18,887.0062
4_20220826 19,802.7377
4_20220826 20,801.1681
4_20220826 21,781.8804
4_20220826 22,780.6332
4_20220826 23,742.84735
4_20220827 00,721.944
4_20220827 01,728.2773
4_20220827 02,681.8206
4_20220827 03,632.8681
4_20220827 04,672.12366
4_20220827 05,702.4067
4_20220827 06,782.69604
4_20220827 07,848.5526
4_20220827 08,1010.60986
4_20220827 09,1141.7933
4_20220827 10,1228.0923
4_20220827 11,1229.3024
4_20220827 12,1262.1727
4_20220827 13,1184.7821
4_20220827 14,1097.0879
4_20220827 15,1106.5297
4_20220827 16,1058.3055
4_20220827 17,957.10614
4_20220827 18,853.7072
4_20220827 19,783.3591
4_20220827 20,741.22943
4_20220827 21,727.1045
4_20220827 22,707.1114
4_20220827 23,671.56024
4_20220828 00,676.8198
4_20220828 01,679.09674
4_20220828 02,684.8032
4_20220828 03,678.91077
4_20220828 04,706.63995
4_20220828 05,727.35925
4_20220828 06,789.2534
4_20220828 07,852.00635
4_20220828 08,1016.6487
4_20220828 09,1099.7451
4_20220828 10,1183.3093
4_20220828 11,1205.646
4_20220828 12,1227.4484
4_20220828 13,1232.4763
4_20220828 14,1187.7147
4_20220828 15,1242.2235
4_20220828 16,1243.8822
4_20220828 17,1128.0164
4_20220828 18,915.9634
4_20220828 19,769.71326
4_20220828 20,793.2247
4_20220828 21,732.8872
4_20220828 22,598.2357
4_20220828 23,627.16595
4_20220829 00,624.08624
4_20220829 01,635.70807
4_20220829 02,668.7915
4_20220829 03,655.2186
4_20220829 04,662.11774
4_20220829 05,698.4117
4_20220829 06,733.6895
4_20220829 07,788.7388
4_20220829 08,988.5763
4_20220829 09,1186.5968
4_20220829 10,1240.3881
4_20220829 11,1255.8887
4_20220829 12,1231.5441
4_20220829 13,1259.0117
4_20220829 14,1217.9409
4_20220829 15,1218.666
4_20220829 16,1180.3022
4_20220829 17,1117.4382
4_20220829 18,948.85706
4_20220829 19,844.2278
4_20220829 20,836.76074
4_20220829 21,781.4355
4_20220829 22,725.3366
4_20220829 23,677.76324
4_20220830 00,650.64667
4_20220830 01,660.72565
4_20220830 02,688.1108
4_20220830 03,678.76526
4_20220830 04,629.4363
4_20220830 05,644.04047
4_20220830 06,731.69855
4_20220830 07,883.97894
4_20220830 08,1059.3936
4_20220830 09,1164.473
4_20220830 10,1169.3901
4_20220830 11,1200.9233
4_20220830 12,1172.118
4_20220830 13,1143.5282
4_20220830 14,1073.6836
4_20220830 15,1088.0404
4_20220830 16,1086.1475
4_20220830 17,1023.86053
4_20220830 18,945.7567
4_20220830 19,839.76086
4_20220830 20,831.0589
4_20220830 21,810.9629
4_20220830 22,784.97644
4_20220830 23,679.9217
4_20220831 00,652.154
4_20220831 01,651.5164
4_20220831 02,639.42053
4_20220831 03,666.89746
4_20220831 04,701.9108
4_20220831 05,741.2636
4_20220831 06,761.3726
4_20220831 07,889.34766
4_20220831 08,1037.4221
4_20220831 09,1152.1821
4_20220831 10,1218.365
4_20220831 11,1272.5184
4_20220831 12,1276.6418
4_20220831 13,1240.3861
4_20220831 14,1183.9011
4_20220831 15,1168.215
4_20220831 16,1150.1855
4_20220831 17,1052.7915
4_20220831 18,918.4562
4_20220831 19,823.2689
4_20220831 20,799.3578
4_20220831 21,795.2914
4_20220831 22,763.4137
4_20220831 23,723.2883
5_20220825 00,1738.9473
5_20220825 01,1754.0546
5_20220825 02,1763.3649
5_20220825 03,1722.3376
5_20220825 04,1778.6815
5_20220825 05,1951.2063
5_20220825 06,1956.5807
5_20220825 07,2234.1108
5_20220825 08,2344.2363
5_20220825 09,2251.3633
5_20220825 10,2263.3982
5_20220825 11,2348.3909
5_20220825 12,2887.9626
5_20220825 13,3223.37
5_20220825 14,2604.5505
5_20220825 15,2496.1729
5_20220825 16,2289.971
5_20220825 17,2201.9253
5_20220825 18,1963.171
5_20220825 19,1805.791
5_20220825 20,1737.1332
5_20220825 21,1422.4167
5_20220825 22,1573.2706
5_20220825 23,1555.4209
5_20220826 00,1722.2876
5_20220826 01,1632.0319
5_20220826 02,1709.4274
5_20220826 03,1771.8046
5_20220826 04,1748.5264
5_20220826 05,1835.0457
5_20220826 06,1873.4231
5_20220826 07,2073.8533
5_20220826 08,2310.9404
5_20220826 09,2361.6392
5_20220826 10,2240.7847
5_20220826 11,2713.945
5_20220826 12,2655.4563
5_20220826 13,2641.3584
5_20220826 14,2594.5984
5_20220826 15,3361.5942
5_20220826 16,2866.9375
5_20220826 17,2744.391
5_20220826 18,2373.129
5_20220826 19,2317.173
5_20220826 20,1829.7812
5_20220826 21,1706.6503
5_20220826 22,1618.0712
5_20220826 23,1524.8959
5_20220827 00,1762.1445
5_20220827 01,1816.0631
5_20220827 02,1655.6205
5_20220827 03,1672.3431
5_20220827 04,1655.1891
5_20220827 05,1792.4071
5_20220827 06,1991.1908
5_20220827 07,2149.4172
5_20220827 08,2063.423
5_20220827 09,2062.3735
5_20220827 10,2374.3628
5_20220827 11,3351.6013
5_20220827 12,3932.431
5_20220827 13,3930.928
5_20220827 14,3571.7324
5_20220827 15,3325.2527
5_20220827 16,3383.966
5_20220827 17,3360.3013
5_20220827 18,3116.194
5_20220827 19,3304.2783
5_20220827 20,2942.5964
5_20220827 21,2316.1807
5_20220827 22,1793.1044
5_20220827 23,1785.6625
5_20220828 00,1910.2628
5_20220828 01,1865.3754
5_20220828 02,1787.9153
5_20220828 03,1726.3936
5_20220828 04,1774.2496
5_20220828 05,1812.5636
5_20220828 06,1855.3582
5_20220828 07,2043.6019
5_20220828 08,2054.6472
5_20220828 09,2736.6936
5_20220828 10,3026.0586
5_20220828 11,4508.0137
5_20220828 12,5484.7974
5_20220828 13,5309.0503
5_20220828 14,6052.425
5_20220828 15,6426.812
5_20220828 16,6353.419
5_20220828 17,6267.1396
5_20220828 18,5772.8916
5_20220828 19,3551.628
5_20220828 20,3224.927
5_20220828 21,2327.9116
5_20220828 22,1613.1193
5_20220828 23,1578.8574
5_20220829 00,1617.245
5_20220829 01,1610.8597
5_20220829 02,1598.1077
5_20220829 03,1544.1918
5_20220829 04,1599.7909
5_20220829 05,1719.8743
5_20220829 06,2127.2273
5_20220829 07,2283.2651
5_20220829 08,3050.8374
5_20220829 09,4928.5244
5_20220829 10,4942.387
5_20220829 11,4828.152
5_20220829 12,4997.8535
5_20220829 13,5072.9136
5_20220829 14,4959.47
5_20220829 15,5145.9355
5_20220829 16,4859.7656
5_20220829 17,4542.247
5_20220829 18,2991.0208
5_20220829 19,1835.1799
5_20220829 20,1611.4039
5_20220829 21,1572.9518
5_20220829 22,1532.8224
5_20220829 23,1507.2415
5_20220830 00,1665.3174
5_20220830 01,1662.3065
5_20220830 02,1646.9032
5_20220830 03,1609.619
5_20220830 04,1542.1107
5_20220830 05,1617.6595
5_20220830 06,1677.183
5_20220830 07,1611.0873
5_20220830 08,1691.5997
5_20220830 09,2210.8955
5_20220830 10,2315.0579
5_20220830 11,2211.2534
5_20220830 12,2262.2837
5_20220830 13,2288.8665
5_20220830 14,1981.9564
5_20220830 15,1922.9564
5_20220830 16,1750.8262
5_20220830 17,1818.4033
5_20220830 18,1651.2253
5_20220830 19,1626.8176
5_20220830 20,1575.9056
5_20220830 21,1622.909
5_20220830 22,1610.4155
5_20220830 23,1616.3516
5_20220831 00,1894.7756
5_20220831 01,1874.4939
5_20220831 02,1901.5692
5_20220831 03,1892.7332
5_20220831 04,1888.7075
5_20220831 05,1844.8298
5_20220831 06,1789.1809
5_20220831 07,1718.2314
5_20220831 08,1878.672
5_20220831 09,2027.1519
5_20220831 10,2101.2556
5_20220831 11,2145.5127
5_20220831 12,2180.4956
5_20220831 13,2395.449
5_20220831 14,1666.1327
5_20220831 15,1712.4009
5_20220831 16,1759.1362
5_20220831 17,1863.6449
5_20220831 18,1786.9803
5_20220831 19,1615.2189
5_20220831 20,1546.6931
5_20220831 21,1625.7578
5_20220831 22,1680.81
5_20220831 23,1626.2451
6_20220825 00,1108.7489
6_20220825 01,1020.45013
6_20220825 02,976.5043
6_20220825 03,937.20074
6_20220825 04,957.8228
6_20220825 05,979.14557
6_20220825 06,1152.1055
6_20220825 07,1399.0703
6_20220825 08,1706.181
6_20220825 09,2391.3625
6_20220825 10,2642.091
6_20220825 11,2588.3691
6_20220825 12,2675.2866
6_20220825 13,2726.877
6_20220825 14,2811.9478
6_20220825 15,2791.1067
6_20220825 16,2753.6296
6_20220825 17,2732.828
6_20220825 18,2626.7896
6_20220825 19,2248.4072
6_20220825 20,1964.8184
6_20220825 21,1733.3538
6_20220825 22,1635.7867
6_20220825 23,1405.4523
6_20220826 00,1074.6299
6_20220826 01,945.6738
6_20220826 02,922.7392
6_20220826 03,936.68634
6_20220826 04,907.3811
6_20220826 05,962.4297
6_20220826 06,1164.8187
6_20220826 07,1333.5543
6_20220826 08,1577.8363
6_20220826 09,2317.01
6_20220826 10,2760.526
6_20220826 11,2809.236
6_20220826 12,2816.421
6_20220826 13,2766.5334
6_20220826 14,2771.2822
6_20220826 15,2869.3464
6_20220826 16,2813.108
6_20220826 17,2792.3066
6_20220826 18,2646.0093
6_20220826 19,2280.8926
6_20220826 20,2075.6355
6_20220826 21,1824.1604
6_20220826 22,1719.4882
6_20220826 23,1508.937
6_20220827 00,1163.849
6_20220827 01,1003.8001
6_20220827 02,965.16766
6_20220827 03,980.22095
6_20220827 04,963.0985
6_20220827 05,945.81067
6_20220827 06,1120.377
6_20220827 07,1322.3866
6_20220827 08,1544.8066
6_20220827 09,2254.585
6_20220827 10,2642.6096
6_20220827 11,2693.8323
6_20220827 12,2719.0361
6_20220827 13,2779.2046
6_20220827 14,2810.6309
6_20220827 15,2848.6797
6_20220827 16,2695.0894
6_20220827 17,2711.5967
6_20220827 18,2522.2642
6_20220827 19,2180.5989
6_20220827 20,2019.0967
6_20220827 21,1751.844
6_20220827 22,1601.9614
6_20220827 23,1365.5253
6_20220828 00,1074.5416
6_20220828 01,983.7083
6_20220828 02,960.0619
6_20220828 03,949.48413
6_20220828 04,919.0415
6_20220828 05,993.1669
6_20220828 06,1148.2135
6_20220828 07,1347.9731
6_20220828 08,1594.1947
6_20220828 09,2241.8987
6_20220828 10,2785.3816
6_20220828 11,2877.943
6_20220828 12,2887.968
6_20220828 13,2854.978
6_20220828 14,2867.7776
6_20220828 15,2823.102
6_20220828 16,2859.9175
6_20220828 17,2959.6968
6_20220828 18,2553.0579
6_20220828 19,2195.7493
6_20220828 20,1969.6718
6_20220828 21,1779.7084
6_20220828 22,1646.258
6_20220828 23,1428.3667
6_20220829 00,1073.2618
6_20220829 01,976.38873
6_20220829 02,952.3049
6_20220829 03,938.80286
6_20220829 04,943.9317
6_20220829 05,939.2433
6_20220829 06,1020.8859
6_20220829 07,1172.9155
6_20220829 08,1413.596
6_20220829 09,1947.9991
6_20220829 10,2331.4475
6_20220829 11,2514.8188
6_20220829 12,2531.4983
6_20220829 13,2388.6426
6_20220829 14,2507.1511
6_20220829 15,2519.9675
6_20220829 16,2425.4773
6_20220829 17,2360.0918
6_20220829 18,2100.0984
6_20220829 19,1863.3213
6_20220829 20,1722.8352
6_20220829 21,1543.5261
6_20220829 22,1440.1213
6_20220829 23,1283.73
6_20220830 00,1032.7474
6_20220830 01,972.3138
6_20220830 02,961.5554
6_20220830 03,992.8153
6_20220830 04,966.0206
6_20220830 05,1060.8295
6_20220830 06,1201.8518
6_20220830 07,1416.4225
6_20220830 08,1645.7216
6_20220830 09,2328.0552
6_20220830 10,2645.6113
6_20220830 11,2612.2205
6_20220830 12,2618.9844
6_20220830 13,2599.1436
6_20220830 14,2616.2083
6_20220830 15,2602.3062
6_20220830 16,2657.1172
6_20220830 17,2648.003
6_20220830 18,2546.7988
6_20220830 19,2253.2766
6_20220830 20,1900.6708
6_20220830 21,1687.4518
6_20220830 22,1573.1974
6_20220830 23,1381.778
6_20220831 00,1118.2635
6_20220831 01,997.1847
6_20220831 02,990.7884
6_20220831 03,961.5672
6_20220831 04,968.6435
6_20220831 05,995.8285
6_20220831 06,1169.8884
6_20220831 07,1347.7435
6_20220831 08,1586.9977
6_20220831 09,2161.4207
6_20220831 10,2649.3516
6_20220831 11,2653.2039
6_20220831 12,2642.7942
6_20220831 13,2636.6792
6_20220831 14,2685.0059
6_20220831 15,2723.6694
6_20220831 16,2765.5913
6_20220831 17,2775.4512
6_20220831 18,2383.644
6_20220831 19,2166.1562
6_20220831 20,1843.8461
6_20220831 21,1721.2118
6_20220831 22,1577.062
6_20220831 23,1318.9934
7_20220825 00,335.89075
7_20220825 01,337.61908
7_20220825 02,332.6421
7_20220825 03,316.40347
7_20220825 04,327.83267
7_20220825 05,484.06055
7_20220825 06,734.24286
7_20220825 07,800.56744
7_20220825 08,902.4403
7_20220825 09,938.71594
7_20220825 10,949.9231
7_20220825 11,949.5478
7_20220825 12,956.7056
7_20220825 13,1002.22076
7_20220825 14,965.72174
7_20220825 15,956.94995
7_20220825 16,988.4273
7_20220825 17,987.435
7_20220825 18,913.8665
7_20220825 19,883.1685
